FID;CODIGO;FASES;COOR_GPS_LON;COOR_GPS_LAT;CAPACIDAD_NOMINAL;MUNICIPIO;CIRCUITO;UBICACION;PROPIETARIO_1;TIPO
31032055;S-2173;RST;-75,66746178;4,547162343;100;ARMENIA;113-23-;BOMBEROS VOLUNTARIOS;EDEQ;S
31032056;S-1894;RST;-75,66424257;4,547384734;100;ARMENIA;113-23-;CRA 18 2N 46 NUEVA CECILIA;EDEQ;S
31032057;S-1506;RST;-75,66081948;4,550510472;200;ARMENIA;113-23-;CL 10N 16 03;EDEQ;S
31032059;S-1787;RST;-75,66729207;4,549187057;100;ARMENIA;113-23-;CLL 9 N 18;EDEQ;S
31032061;S-107;RST;-75,66448428;4,545856481;100;ARMENIA;113-23-;E/GUADALUPE;EDEQ;S
31032062;S-041;RST;-75,66646973;4,550798617;100;ARMENIA;113-23-;INTERIOR INEM;EDEQ;S
31032063;S-599;RST;-75,66705542;4,545812718;100;ARMENIA;113-23-;JUNTO CO EL REMANSO;EDEQ;S
31032064;S-1899;RST;-75,66323166;4,550679767;100;ARMENIA;113-23-;CLL 10AN 18 14;EDEQ;S
31032065;S-896;RST;-75,66293374;4,547321585;100;ARMENIA;113-23-;CRA 16 # 3N-27 E/ V.DEL ROSARI;EDEQ;S
31032067;S-1572;RST;-75,66201263;4,548462472;100;ARMENIA;113-23-;CRA 15 CALL 5N;EDEQ;S
31032069;S-889;RST;-75,66983602;4,54738126;100;ARMENIA;113-23-;CONJUNTO  EL REMANSO;EDEQ;S
31032070;S-2174;RST;-75,66934057;4,546444607;100;ARMENIA;113-23-;PARQUE RESIDENCIAL DEL CAFE;EDEQ;S
31032072;S-776;RST;-75,66369;4,547097065;100;ARMENIA;113-23-;CRA 17 CALLE 2N 51;EDEQ;S
31032073;S-2226;RST;-75,6693947;4,546405839;100;ARMENIA;113-23-;PARQUE RESIDENCIAL DEL CAFE;EDEQ;S
31133875;S-644;RST;-75,84519909;4,441278912;100;LA TEBAIDA;101-25-;VR HERRADURA FC ATENEA;EDEQ;S
31133906;S-454;RST;-75,82434662;4,447156441;100;LA TEBAIDA;101-25-;VR HERRADURA FC MIS DELIRIOS;EDEQ;S
31133914;S-1954;T;-75,83392614;4,429726281;200;LA TEBAIDA;101-25-;VR EL KM 38 FC LAS PALMAS;EDEQ;S
31133871;S-1908;RST;-75,83583526;4,441004227;100;LA TEBAIDA;101-25-;VDA KILOMETRO-38 FC LA JULIA;EDEQ;S
31133856;S-1979;RST;-75,8380365;4,44430229;100;LA TEBAIDA;101-25-;VR LA POPA VIVERO LA ESPERANZA;EDEQ;S
31133878;S-646;R;-75,84986942;4,437107946;100;LA TEBAIDA;101-25-;VR LA HERRADURA FC VL SOFIA;EDEQ;S
31133855;S-2224;RT;-75,86290639;4,435040196;200;LA TEBAIDA;101-25-;FCA LA PALMITA LOTE 1 VDA LA PALMITA;EDEQ;S
31133902;S-1955;RST;-75,82846794;4,457165527;100;MONTENEGRO;101-25-;VR POTOSI CAFE ASEO;EDEQ;S
31133862;S-446;RST;-75,84204159;4,443025763;100;LA TEBAIDA;101-25-;VD LA HERRADURA HOSTAL DEL QUINDÍO;EDEQ;S
31133909;S-606;RST;-75,85850483;4,435211025;100;LA TEBAIDA;101-25-;VDA LA HERRADURA FCA EL RETIRO;EDEQ;S
31133897;S-1495;RS;-75,80947173;4,447747474;100;LA TEBAIDA;101-25-;VR LA POPA FC LA PONDEROSA;EDEQ;S
31133841;S-1183;RS;-75,86448221;4,424369745;100;LA TEBAIDA;101-25-;VDA HERRADURA RADIO BASE COLOMBIA MOVIL;EDEQ;S
31133846;S-2134;ST;-75,86535417;4,414969306;100;LA TEBAIDA;101-25-;VD LA HERRADURA AL FRENTE HDA BRASILIA;EDEQ;S
31133845;S-1780;RS;-75,80662603;4,448990586;100;LA TEBAIDA;101-25-;VR LA HERRADURA HD LA CAMPI?A;EDEQ;S
31133899;S-663;ST;-75,85541325;4,401813497;100;CAICEDONIA;101-25-;VR MONTE GRANDE FC EL PIJAO;EDEQ;S
31133865;S-1987;RS;-75,88513073;4,435666045;100;LA TEBAIDA;101-25-;VR GUAMAL FC LA HERRADURA;EDEQ;S
31133925;S-1517;RST;-75,7929973;4,454956034;200;LA TEBAIDA;101-25-;FTE AL BRR LA ESTACION MZ A CS 12;EDEQ;S
31133892;S-1734;RT;-75,82970899;4,445596967;100;LA TEBAIDA;101-25-;VR LA POPA FC LA CUMBRE;EDEQ;S
31044394;S-1721;RST;-75,64868536;4,558015181;100;ARMENIA;208-28-;FTE BATALLON DE SERVICIOS;EDEQ;S
31044395;S-1238;RST;-75,65810254;4,552314076;200;ARMENIA;112-23-;CRA 14 CL 2N;EDEQ;S
31044396;S-2167;RST;-75,64499838;4,562418578;200;ARMENIA;112-23-;AV CENTENARIO CLL 30 N KALUA APTOS;EDEQ;S
31044397;S-2272;RST;-75,64645803;4,557759413;100;ARMENIA;112-23-;CONDOMINIO ZONATA;EDEQ;S
31044398;S-883;RST;-75,65050498;4,563995366;100;ARMENIA;112-23-;CR 14 CL 28N;EDEQ;S
31044399;S-1383;RST;-75,63887603;4,573704829;100;ARMENIA;112-23-;VR SANJUAN RAMAL DE OPTIGRAF;EDEQ;S
31044400;S-1686;RST;-75,65176493;4,553250737;100;ARMENIA;208-28-;AVD. CENTENARIO CJT. GERMANIA;EDEQ;S
31044401;S-2296;RST;-75,65547832;4,557807213;100;ARMENIA;112-23-;CL 19N 12 49 E/EL RETIRO;EDEQ;S
31044402;S-2019;RST;-75,65729615;4,554663874;100;ARMENIA;112-23-;CL 16N 13 22;EDEQ;S
31044403;S-015;RST;-75,65166175;4,553493717;100;ARMENIA;208-28-;AV CENTENARIO FRENTE A QUINTAS DE PALERMO;EDEQ;S
31044404;S-2258;RST;-75,64728286;4,559301529;100;ARMENIA;112-23-;HORIZONTE VERDE;EDEQ;S
31044405;S-001;RST;-75,65343957;4,560587585;100;ARMENIA;112-23-;AV BOLIVAR 24N 78 ABRE PARA POPSY;EDEQ;S
31044406;S-1276;RST;-75,65955116;4,54954788;100;ARMENIA;112-23-;CARRERA 14 CALLE 10 NORTE;EDEQ;S
31044408;S-2299;RST;-75,64191954;4,56993031;100;ARMENIA;112-23-;SENA;EDEQ;S
31044411;S-005;RST;-75,65500011;4,559554665;200;ARMENIA;112-23-;CRA 14 22N;EDEQ;S
31044412;S-2239;RST;-75,65132332;4,55972906;100;ARMENIA;112-23-;CRA 11 CONJT. CIUDAD REAL;EDEQ;S
31044414;S-1805;RST;-75,65063902;4,555447104;100;ARMENIA;208-28-;AVD CENTENARIO HACIA RESERVA DE LA SABANA;EDEQ;S
31044416;S-402;RST;-75,65698319;4,555763465;100;ARMENIA;112-23-;AV BOLIVAR FRENTE AL HOSPITAL;EDEQ;S
31044418;S-2199;RST;-75,65550033;4,547543755;200;ARMENIA;208-28-;CRA 6 # 8N-40;EDEQ;S
31044421;S-2126;RST;-75,65478519;4,559359871;100;ARMENIA;112-23-;CL 22N 13 32;EDEQ;S
31044423;S-2240;RST;-75,65316206;4,558781678;100;ARMENIA;112-23-;CR 11   22N PARA PALMAS DE LA CALLEJA;EDEQ;S
31044424;S-1291;RST;-75,63729232;4,576829567;100;SALENTO;112-23-;VR SAN JUAN DISCOTECA BAR KAMA;EDEQ;S
31044425;S-2238;RST;-75,65328517;4,560304315;200;ARMENIA;112-23-;CL24N 13-30 TORRES DE SAN JULIAN;EDEQ;S
31044426;S-885;RST;-75,65526474;4,559215274;100;ARMENIA;112-23-;PLAZUELA SAN CARLOS;EDEQ;S
31044428;S-1095;RST;-75,65325663;4,560163229;100;ARMENIA;112-23-;CRA 13 CALLE 24N;EDEQ;S
31044429;S-2300;RST;-75,65929011;4,552655439;100;ARMENIA;112-23-;ENTRADA UNIQUINDIO CLL 12N;EDEQ;S
31044430;S-2210;RST;-75,64062676;4,570388765;100;ARMENIA;112-23-;AV CENTENARIO SEG SENA AGROPECUARIO;EDEQ;S
31044431;S-1968;RST;-75,65312646;4,550803513;200;ARMENIA;208-28-;AVD CENTENARIO;EDEQ;S
31044381;S-1478;RST;-75,64506421;4,561927821;100;ARMENIA;112-23-;AV CENTENARIO  PAN Y MIEL;EDEQ;S
31044382;S-2295;RST;-75,65552782;4,557828104;100;ARMENIA;112-23-;CL 19N 12 49;EDEQ;S
31044384;S-2309;RST;-75,64618344;4,559486467;100;ARMENIA;112-23-;HORIZONTE VERDE;EDEQ;S
31044385;S-1624;RST;-75,65568543;4,558307555;200;ARMENIA;112-23-;CRA 14 19AN;EDEQ;S
31044386;S-2194;RST;-75,65778768;4,553922635;100;ARMENIA;112-23-;CRA 14 LOCALES JARDIN DE BOLIVAR;EDEQ;S
31044388;S-045;RST;-75,6544479;4,559999256;200;ARMENIA;112-23-;AV BOLIVAR FTE AL ED BRAZIL;EDEQ;S
31044389;S-2241;RST;-75,65309064;4,558909005;100;ARMENIA;112-23-;CR 11 22N 36 QUINTAS DE SAN SEBASTIAN;EDEQ;S
31044390;S-2127;RST;-75,65459811;4,559204909;100;ARMENIA;112-23-;CLL 23N CRA 13;EDEQ;S
31044391;S-2298;RST;-75,6566878;4,555716773;100;ARMENIA;112-23-;HOSPITAL SAGRADO CORAZON;EDEQ;S
31133848;S-1059;RST;-75,80378083;4,425053046;100;LA TEBAIDA;101-25-;VDA LA ARGENTINA  FC PERNAMBUCO;EDEQ;S
31133915;S-1443;RST;-75,82338709;4,435572395;200;LA TEBAIDA;101-25-;VR LA POPA FC LA ESPIGA;EDEQ;S
31133895;S-645;RST;-75,84748856;4,439319029;100;LA TEBAIDA;101-25-;VR LA HERRADURA FC EL CARMELO;EDEQ;S
31133864;S-2253;RST;-75,78113349;4,466008137;200;LA TEBAIDA;101-25-;ZONA FRANCA LA TEBAIDA;EDEQ;S
31133928;S-450;ST;-75,83456894;4,440677856;100;LA TEBAIDA;101-25-;VR POPA FC LA JULIA;EDEQ;S
31061428;S-2026;RST;-75,78986179;4,458285477;100;LA TEBAIDA;101-24-;KM 12 VIA VALLE ANTIG MAQUINALSA;EDEQ;S
31061429;S-2203;RST;-75,78395358;4,46047673;100;LA TEBAIDA;101-24-;BONANZA LOTES D Y E KM 12 VIA AL VALLE;EDEQ;S
31061432;S-383;RST;-75,77331183;4,468479741;100;LA TEBAIDA;101-24-;VR PADILLA FC SINAI;EDEQ;S
31061433;S-1384;RST;-75,78088619;4,462618424;100;LA TEBAIDA;101-24-;PORTADA ZONA FRANCA;EDEQ;S
31061435;S-2172;RST;-75,78328524;4,46249708;100;LA TEBAIDA;101-24-;BODEGA BANAPLAS CONTIGUO AL PUERTO SECO;EDEQ;S
31061436;S-2301;RST;-75,78138225;4,462900614;100;LA TEBAIDA;101-24-;ENTRADA ZONA FRANCA TEBAIDA;EDEQ;S
31061437;S-2050;RST;-75,7845546;4,460367495;100;LA TEBAIDA;101-24-;VR ANAPOIMA FC EL SIETE;EDEQ;S
31061438;S-1314;RST;-75,77701112;4,465595989;100;LA TEBAIDA;101-24-;VR PADILLA FC EL PORTAL;EDEQ;S
31061439;S-2308;RST;-75,78339282;4,461253251;100;LA TEBAIDA;101-32;BODEGA GREEN SUPERFOOD BONANZA TEBAIDA;EDEQ;S
31061440;S-1765;RST;-75,77735812;4,465998019;100;LA TEBAIDA;101-24-;VR GUYABO FC TOPACIO;EDEQ;S
31058778;S-1379;RST;-75,7646875;4,470526487;200;LA TEBAIDA;101-23-;VR CAMPESTRE ESTACION PARAISO;EDEQ;S
31058779;S-100;RST;-75,71836396;4,500762064;100;ARMENIA;101-23-;VR SANTAANA IND. KINDY;EDEQ;S
31058782;S-078;RST;-75,73045572;4,489516373;100;ARMENIA;101-23-;VR EL RHIN VL ESPERANZA;EDEQ;S
31058783;S-083;RST;-75,71990307;4,500003729;100;ARMENIA;101-23-;VR EL RHIN PQ DE RECREACION;EDEQ;S
31058784;S-072;RST;-75,74024348;4,497465392;100;ARMENIA;101-23-;CERCA A EL CARMEN DEL PINAR;EDEQ;S
31058785;S-120;RST;-75,74981034;4,482238045;100;LA TEBAIDA;101-23-;VR MURILLO COND. CLARO DE LUNA;EDEQ;S
31058786;S-065;RST;-75,72992088;4,497700777;100;ARMENIA;101-23-;PROMADECO VIA TEBAIDA FC EL BALSO;EDEQ;S
31058787;S-079;RST;-75,74102196;4,491665862;100;ARMENIA;101-23-;VDA MURILLO VIA EDEN;EDEQ;S
31058788;S-1998;RST;-75,71600085;4,501381431;200;ARMENIA;101-23-;VR SANTA ANA FC EL RECREO;EDEQ;S
31058789;S-696;RST;-75,7152767;4,501804074;100;ARMENIA;101-23-;MUEBLES FAMDRE;EDEQ;S
31058790;S-081;RST;-75,74471074;4,48774988;200;LA TEBAIDA;101-23-;POR TELEARMENIA;EDEQ;S
31058791;S-121;RST;-75,74558251;4,48638814;100;LA TEBAIDA;101-23-;VR MURILLO CHALETS GUAYACANES;EDEQ;S
31058792;S-068;RST;-75,73382517;4,494691151;100;ARMENIA;101-23-;ARABICOS DE COLOMBIA KM 7 VA E;EDEQ;S
31058794;S-069;RST;-75,73339771;4,494947115;100;ARMENIA;101-23-;FTE BODEGAS PREGLAS;EDEQ;S
31058795;S-2184;RST;-75,76201507;4,472904821;100;ARMENIA;101-23-;CONDOMINIO CHALET EL CASTILLO;EDEQ;S
31058796;S-2112;RST;-75,76471661;4,470371038;100;LA TEBAIDA;101-23-;MALL PARAÍSO;EDEQ;S
31058798;S-371;RST;-75,75307806;4,478168745;100;ARMENIA;101-23-;VR MURILLO FC EL ENCANTO;EDEQ;S
31058799;S-1697;RST;-75,71733868;4,500839699;100;ARMENIA;101-23-;VIA EL EDEN RAMAL PQ RECREACION;EDEQ;S
31058800;S-091;RST;-75,7205282;4,500510268;100;ARMENIA;101-23-;HACIA KM4 MUEBLES Y DECORACION;EDEQ;S
31058801;S-2160;RST;-75,76193014;4,474055556;200;ARMENIA;101-23-;KM 9 VIA EL EDEN HACIENDA EL CABRERO;EDEQ;S
31058802;S-075;RST;-75,713146;4,505798714;200;ARMENIA;101-23-;FABRICA DE MUEBLES Y DECORACIO;EDEQ;S
31058803;S-1592;RST;-75,71670219;4,501115147;100;ARMENIA;101-23-;BODEGAS COMITE DE CAFETEROS;EDEQ;S
31058805;S-2182;RST;-75,74578102;4,48979098;100;LA TEBAIDA;101-23-;VR MURILLO COND SAN RAFAEL;EDEQ;S
31058806;S-2163;RST;-75,75654191;4,470834546;200;ARMENIA;101-23-;ENTRADA A COND. LAGOS DE IRAKA;EDEQ;S
31058807;S-085;RST;-75,72555707;4,49976929;100;ARMENIA;101-23-;CUYABRA VIA EDEN;EDEQ;S
31058809;S-1394;RST;-75,73042761;4,496956769;200;ARMENIA;101-23-;RAMAL DE SIERRA MORENA;EDEQ;S
31058810;S-1997;RST;-75,7436048;4,488103152;100;ARMENIA;101-23-;FTE A CO ZINAMAYCA;EDEQ;S
31058811;S-2135;RST;-75,76074636;4,494682614;100;ARMENIA;101-23-;VR MURILLO FC MATEUS;EDEQ;S
31058812;S-695;RST;-75,71467206;4,502387864;100;ARMENIA;101-23-;VIA EL EDEN FTE ESC SANTA ANA;EDEQ;S
31058813;S-1799;RST;-75,75273582;4,469455265;100;ARMENIA;101-23-;VR EL EDEN PARA COND.BAMBUZA;EDEQ;S
31058814;S-389;RST;-75,7575949;4,475375809;100;ARMENIA;101-23-;VR MURILLO POSADA LOS GUAYACAN;EDEQ;S
31058816;S-2235;RST;-75,75413541;4,477597175;100;ARMENIA;101-23-;KMT 8 FRENTE CENEXPO;EDEQ;S
31058817;S-393;RST;-75,76142894;4,4732446;100;ARMENIA;101-23-;CONDOMINIO CHALET EL CASTILLO;EDEQ;S
31058818;S-395;RST;-75,76343774;4,470722231;100;ARMENIA;101-23-;RESTAURANTE PATIO BELLO;EDEQ;S
31058819;S-657;RST;-75,71549441;4,506785845;100;ARMENIA;101-23-;FC HOTEL LA FLORESTA;EDEQ;S
31058820;S-2136;RST;-75,74226819;4,493426566;100;ARMENIA;101-23-;VR MURILLO FC BESARIVIA;EDEQ;S
31058821;S-1788;RST;-75,75793298;4,471206829;100;ARMENIA;101-23-;COND CAMPESTRE IRAKA;EDEQ;S
31058822;S-1882;RST;-75,74539553;4,486172629;100;ARMENIA;101-23-;MAQUINALSA KM 7 VIA TEBAIDA;EDEQ;S
31058823;S-077;ST;-75,72105249;4,497593846;100;ARMENIA;101-23-;VR RHIN FC LA COLINA;EDEQ;S
31058824;S-392;RST;-75,75903274;4,471273006;100;ARMENIA;101-23-;FC HOTEL LAS VEGAS;EDEQ;S
31058825;S-1994;RST;-75,72146643;4,500255249;100;ARMENIA;101-23-;POR EL KM 4 VA EDEN MAMA MIA;EDEQ;S
31058826;S-2188;RST;-75,75192612;4,479372375;100;ARMENIA;101-23-;VRD MURILLO COMFENALCO;EDEQ;S
31058827;S-1731;RST;-75,73271037;4,496916703;100;ARMENIA;101-23-;VR TITINA FC REPOSO;EDEQ;S
31058829;S-1380;RST;-75,76514031;4,469182034;200;LA TEBAIDA;101-23-;SECTOR CAMPESTRE H. PALMA VERD;EDEQ;S
31058773;S-2282;RST;-75,76408518;4,4708572;100;ARMENIA;101-23-;VIA AEROPUERTO ESTACION PARAISO CASAS ;EDEQ;S
31058775;S-088;RST;-75,73623749;4,493260858;100;ARMENIA;101-23-;VR MURILLO GAS DE OCCIDENTE;EDEQ;S
31058776;S-1486;RST;-75,73626275;4,493242824;100;ARMENIA;101-23-;VR MURILLO GAS DE OCCIDENTE;EDEQ;S
31058777;S-1232;RST;-75,74623179;4,496900047;100;ARMENIA;101-23-;VR TITINA FC LAS PALMAS;EDEQ;S
31133911;S-604;RST;-75,86005706;4,432922578;100;LA TEBAIDA;101-25-;VR LA HERRADURA HD LA PALMITA;EDEQ;S
31133888;S-447;RST;-75,85168613;4,436674293;100;LA TEBAIDA;101-25-;VR LA HERRADURA HD CHIPRE;EDEQ;S
31133882;S-467;RST;-75,81314329;4,447259272;100;LA TEBAIDA;101-25-;CASAS DEL CAMPO MOCAWA;EDEQ;S
31133863;S-1862;ST;-75,81328785;4,441210221;100;LA TEBAIDA;101-25-;FCA PRIMAVERA VDA POPA;EDEQ;S
31133858;S-1863;RST;-75,81396753;4,441978968;100;LA TEBAIDA;101-25-;FCA PRIMAVERA VDA POPA;EDEQ;S
31133904;S-1058;RST;-75,80060116;4,427141421;100;LA TEBAIDA;101-25-;VR LA ARGENTINA PISTA LAS GAVIOTAS;EDEQ;S
31133877;S-466;RST;-75,8161192;4,449548141;100;LA TEBAIDA;101-25-;VR HERRADURA FC LA POPA;EDEQ;S
31133919;S-1683;ST;-75,86529645;4,415016225;200;LA TEBAIDA;101-25-;VD LA HERRADURA AL FRENTE HDA BRASILIA;EDEQ;S
31133930;S-2047;RST;-75,81319675;4,448654382;100;LA TEBAIDA;101-25-;CASAS DEL CAMPO MOCAWA;EDEQ;S
31133857;S-1953;RST;-75,82274402;4,437116402;100;LA TEBAIDA;101-25-;VR HERRADURA FCA CORINTO;EDEQ;S
31133850;S-1952;RS;-75,81867694;4,428130862;100;LA TEBAIDA;101-25-;VR EL CINCO RANCHO LA HABANA;EDEQ;S
31133861;S-1934;RST;-75,82178903;4,428172337;100;LA TEBAIDA;101-25-;VDA EL CINCO FCA RIVARABIA;EDEQ;S
31072334;S-256;RT;-75,75373906;4,567420396;100;MONTENEGRO;303-24-;CR 3 CLL 21;EDEQ;S
31072335;S-2096;RST;-75,75989407;4,566167112;100;MONTENEGRO;303-24-;URB LA JULIA MZ A CS 16;EDEQ;S
31072336;S-944;RST;-75,75136535;4,566511159;200;MONTENEGRO;303-24-;CL 18 CR 6;EDEQ;S
31072337;S-1800;RST;-75,75525854;4,560444818;100;MONTENEGRO;303-24-;BA COMPARTIR MZ A7 CS 11;EDEQ;S
31072338;S-950;RST;-75,74946793;4,566562784;100;MONTENEGRO;303-24-;CALLE 15 CRA 7;EDEQ;S
31072339;S-254;RST;-75,7452151;4,570730759;100;MONTENEGRO;303-24-;CRA 4 ENTRADA AL BRR LA ISABELA;EDEQ;S
31072340;S-262;RST;-75,75802511;4,5664159;100;MONTENEGRO;303-24-;FRENTE AL PARQUE DE LA FAMILIA;EDEQ;S
31072341;S-945;RST;-75,75528214;4,561890709;100;MONTENEGRO;303-24-;CL 24 12 05;EDEQ;S
31072342;S-1715;RST;-75,75352767;4,565957356;200;MONTENEGRO;303-24-;CR 6 21 17;EDEQ;S
31072343;S-1842;RST;-75,76093171;4,566779273;100;MONTENEGRO;303-24-;BRR LA JULIA MNZ D CAS 2;EDEQ;S
31072344;S-1448;RST;-75,74915727;4,565503541;100;MONTENEGRO;303-24-;CR 9 15 07;EDEQ;S
31072345;S-2125;RST;-75,75063765;4,560517632;100;MONTENEGRO;303-24-;URB LOS COMUNEROS MZ 4 CS 01;EDEQ;S
31072347;S-1873;RST;-75,7551632;4,559376029;100;MONTENEGRO;303-24-;BA COMPARTIR MZ F3 CS 13;EDEQ;S
31072348;S-1626;RST;-75,75214942;4,566363442;200;MONTENEGRO;303-24-;CR 6 19 37;EDEQ;S
31072349;S-1622;RST;-75,75327464;4,56588637;100;MONTENEGRO;303-24-;CR 6 20 61;EDEQ;S
31072350;S-263;RST;-75,75922805;4,565808775;200;MONTENEGRO;303-24-;BLA JULIA MZ 11 CS 83;EDEQ;S
31080877;S-1440;RST;-75,78163167;4,45259082;200;LA TEBAIDA;101-32;CR 11 C L 14A;EDEQ;S
31080878;S-1403;RST;-75,73554502;4,396637214;200;BUENAVISTA;101-32;SALIDA A LA LADRILLERA;EDEQ;S
31089157;S-1716;RST;-75,68070552;4,531199306;100;ARMENIA;109-28-;CL 30 19 02;EDEQ;S
31089160;S-904;RST;-75,67540663;4,536387256;200;ARMENIA;109-28-;CR 20 CL 19;EDEQ;S
31089161;S-200;RST;-75,69454283;4,531056045;100;ARMENIA;109-28-;URB C BLANCA MZ A CS 1;EDEQ;S
31089162;S-1085;RST;-75,67326347;4,539194646;100;ARMENIA;109-28-;CL 14 20 21;EDEQ;S
31089163;S-230;RST;-75,68433715;4,530096171;100;ARMENIA;109-28-;CL 32 CR 24 EQ;EDEQ;S
31089164;S-229;RST;-75,68321106;4,531053185;100;ARMENIA;109-28-;CR 22 CL 31 EQ;EDEQ;S
31089165;S-228;RST;-75,68432624;4,532026288;200;ARMENIA;109-28-;CRA 24 CLL 30 ;EDEQ;S
31089150;S-2191;RST;-75,67738254;4,534809932;100;ARMENIA;109-28-;CRA 19 # 25-01;EDEQ;S
31089151;S-1087;RST;-75,69516219;4,530805004;100;ARMENIA;109-28-;URB CASA BLANCA MZ D CS 01;EDEQ;S
31089152;S-199;RST;-75,69615394;4,53037929;100;ARMENIA;109-28-;CON RESIDENCIAL MONTE CARLO;EDEQ;S
31089154;S-198;RST;-75,69576252;4,531088219;100;ARMENIA;109-28-;URB VL LAURA MZ A CS 8;EDEQ;S
31099146;S-1591;RST;-75,6906291;4,508610937;100;ARMENIA;110-24-;CL 51  10 61 BODEGA 5 FRENTE A JARDINES;EDEQ;S
31099147;S-1690;RST;-75,69165082;4,499020026;200;ARMENIA;110-24-;JARDINES MOTEL LA FINQUITA;EDEQ;S
31099148;S-1412;RST;-75,69539969;4,495849439;100;ARMENIA;110-24-;SENDEROS DE BRUSELAS;EDEQ;S
31099149;S-136;RST;-75,6897019;4,510165028;200;ARMENIA;110-24-;CL 51 6 12;EDEQ;S
31099150;S-1283;RST;-75,69200029;4,498572285;100;ARMENIA;110-24-;VDA SAN PEDRO RAMAL MI POLLO;EDEQ;S
31099142;S-1636;RST;-75,68948551;4,510735067;100;ARMENIA;110-24-;CALLE 51 6-36;EDEQ;S
31099143;S-1427;RST;-75,68911949;4,516084522;100;ARMENIA;110-24-;RAMAL ALMACAFE;EDEQ;S
31099144;S-116;RST;-75,68851831;4,517672683;100;ARMENIA;110-24-;CL 50 FTE BODEGAS;EDEQ;S
31099145;S-1582;RST;-75,69034634;4,5095045;100;ARMENIA;110-24-;CALLE 50 KM 1 VIA JARDINES;EDEQ;S
31109940;S-1685;RST;-75,67759092;4,531395766;100;ARMENIA;110-23-; LA ALDEA CR 16 22-24;EDEQ;S
31109941;S-757;RST;-75,67741655;4,528859585;100;ARMENIA;110-23-;BA URIBE CR 14 CL 29;EDEQ;S
31109942;S-2143;RST;-75,676459;4,527901247;100;ARMENIA;110-23-;CRA 12 CLL 29 ESQUINA;EDEQ;S
31109943;S-754;STR;-75,68939207;4,528545541;100;ARMENIA;110-23-;BA BELENCITO MZ N CS 17;EDEQ;S
31109944;S-775;RST;-75,67696425;4,52843471;100;ARMENIA;110-23-;BARRIO URIBE CRA 13 CALLE 29;EDEQ;S
31109945;S-1251;RST;-75,67735517;4,531726187;200;ARMENIA;110-23-;CRA 17 CALLE 26;EDEQ;S
31109946;S-756;RST;-75,67788292;4,529463488;100;ARMENIA;110-23-;BA URIBE CR 15 CL 29 EQ;EDEQ;S
31109947;S-2100;RST;-75,6898423;4,528644045;200;ARMENIA;110-23-;B BELÉN CALLE 32 No. 29 00;EDEQ;S
31109949;S-755;RST;-75,68173926;4,527208143;100;ARMENIA;110-23-;CR 18 CL 35 EQ;EDEQ;S
31109950;S-1950;RST;-75,67493122;4,52927694;100;ARMENIA;110-23-;CRA 12 CLL 26;EDEQ;S
31109952;S-2115;STR;-75,68622329;4,529279845;100;ARMENIA;110-23-;BA EL PRADO MZ 7 CS 1;EDEQ;S
31154603;S-2083;RST;-75,67622672;4,415359949;200;CÓRDOBA;206-22-;VEREDA GUAYAQUIL FC BANDINELLY;EDEQ;S
31154604;S-591;RST;-75,71050059;4,404007688;100;CÓRDOBA;206-22-;VR COROZAL FCA PETALUMA;EDEQ;S
31154605;S-1911;RST;-75,70401763;4,334779282;100;PIJAO;206-22-;CL 10 5B 13;EDEQ;S
31154606;S-1007;RST;-75,72232721;4,40180994;100;CÓRDOBA;206-22-;VR BELLA VISTA FC AGUA Y GUADU;EDEQ;S
31154607;S-1359;RS;-75,69478253;4,338839657;100;PIJAO;206-22-;VR RIO LEJOS;EDEQ;S
31154608;S-1832;RST;-75,70258901;4,348309505;100;PIJAO;206-22-;VR LA QUIEBRA FCA LA JULIA RAMAL ANT TIGO;EDEQ;S
31154547;S-1264;RST;-75,72873859;4,401719474;100;BUENAVISTA;206-22-;VDA RIO VERDE;EDEQ;S
31154549;S-2042;RST;-75,67682627;4,404022542;200;CÓRDOBA;206-22-;VR JARDIN FC LA MIRANDA;EDEQ;S
31154550;S-1456;RST;-75,70220137;4,352962879;100;PIJAO;206-22-;VR LA QUIEBRA FC LA JULIA;EDEQ;S
31154551;S-2074;RS;-75,68232994;4,423492556;100;CÓRDOBA;206-22-;VR GUAYAQUIL FC ESCUDO;EDEQ;S
31154552;S-1868;RST;-75,70298989;4,382302773;100;CÓRDOBA;206-22-;VR LA CONCHA FC LA ESPA?OLA;EDEQ;S
31154553;S-1125;RT;-75,68614145;4,394703069;100;CÓRDOBA;206-22-;VR FRONTERA FC EL JARDIN;EDEQ;S
31154555;S-1424;RST;-75,70204017;4,336107347;100;PIJAO;206-22-;TIERRA FRIA;EDEQ;S
31154556;S-1263;RS;-75,73489684;4,396640751;100;BUENAVISTA;206-22-;VDA PARAGUAYCITO;EDEQ;S
31154557;S-1663;RST;-75,68870191;4,428145068;100;CALARCÁ;206-22-;VR GUAYAQUIL FC TRES ESQUINAS;EDEQ;S
31154558;S-2005;RST;-75,68540804;4,388545117;100;CÓRDOBA;206-22-;CL 15 11 45;EDEQ;S
31154559;S-1596;RST;-75,68644257;4,391638904;200;CÓRDOBA;206-22-;CR 10 10 41;EDEQ;S
31154562;S-2180;RST;-75,69426277;4,370354917;100;CÓRDOBA;206-22-;VDA CARNICEROS ESC. CARNICEROS;EDEQ;S
